gene,f_statistic,p_value
DOCK8-AS1,92.83816981153377,1.4680386183278535e-16
PRPSAP1,92.46346275954346,1.6322652132710324e-16
CD300LF,92.43207377961762,1.6468437043954452e-16
GAP43,92.42482882780709,1.650227365306564e-16
DIO2,92.26763705251899,1.7254087734775986e-16
AC004938.2,92.26460134266468,1.7268944875710276e-16
SELPLG,92.04266389574362,1.8391153448218676e-16
SLC25A5-AS1,91.96336320306484,1.8809885444873747e-16
DCXR,91.95623870852914,1.8847976539555912e-16
APOBR,91.9381640951543,1.8944964831156966e-16
SLC25A33,91.86517736730109,1.9341803507040695e-16
AL163051.1,91.65496122986018,2.05326859310883e-16
TUBB6,91.56745981950202,2.1050124527156726e-16
CHCHD10,91.50290949198434,2.1440328035104204e-16
RTN4IP1,91.46771278147277,2.1656181943624936e-16
AC064807.1,91.41277867819763,2.1997507764777522e-16
AC018816.1,91.3752412937094,2.2233883888195754e-16
BHLHE40,91.2310695108611,2.3166021921882646e-16
MKRN9P,91.11871230833505,2.3919956949459634e-16
SPATS2L,91.02027794330581,2.460096114204715e-16
UGCG,90.99810862784018,2.4757038233281846e-16
FZD8,90.93160752228131,2.523129063888193e-16
MSMO1,90.87769130538402,2.5622570929593425e-16
CORO2A,90.85673809365396,2.577629280980894e-16
TFCP2L1,90.79611528766686,2.622635270967882e-16
SLC27A4,90.78343059782968,2.632152977827284e-16
BASP1,90.5845172774913,2.786084703446735e-16
GS1-124K5.4,90.25133044202127,3.064739526385609e-16
LST1,90.09313945935254,3.206807735602882e-16
HLA-DMA,89.99502919123022,3.298266795138335e-16
TNFRSF10A,89.89738728549641,3.391924670362123e-16
PAPLN,89.861424364485,3.427098042681348e-16
PLEKHJ1,89.84856180535719,3.439768096755249e-16
COQ9,89.78736657276133,3.500703211008552e-16
CDON,89.69165097055476,3.5982219756584104e-16
CFI,89.53613210675752,3.762601022688615e-16
KRT15,89.28193185016593,4.0479066555879987e-16
HLA-DOA,89.27698182449771,4.05367569532896e-16
SHANK2,89.1129842258875,4.249611855755647e-16
MROH6,88.9137108532325,4.500714985912879e-16
IFIT3,88.81607952152179,4.629197529768681e-16
AL451165.2,88.62205908552512,4.89571510197906e-16
BCL2A1,88.58573453423293,4.947321562635075e-16
PPIF,88.5597392691789,4.984592556553025e-16
CSF2RA,88.55803378402472,4.98704777524992e-16
CBR3,88.4683500725574,5.117904992457556e-16
CARD11,88.43731518877884,5.163996916927927e-16
FBXO16,88.41054296785178,5.20409721874042e-16
AC106820.3,88.38456403361357,5.243312130362993e-16
SYPL2,88.37376732239971,5.259697939783154e-16
SLIT2,88.36563766796947,5.27207041446984e-16
PKHD1L1,88.36466538074004,5.273552113527099e-16
FGF12,88.1380507463208,5.630716221305137e-16
ACTN1,87.9379461083147,5.966523174742079e-16
ST8SIA4,87.77289519264612,6.258796582243027e-16
HLA-DRB5,87.75466900200911,6.291952159886462e-16
MSN,87.70798608539691,6.37769108183735e-16
DCUN1D3,87.65467973424177,6.477049366483938e-16
RELB,87.64751430143491,6.490524618968317e-16
CXCL8,87.63902278503015,6.50653062031012e-16
AL731567.1,87.62823916723836,6.526914980721439e-16
JAML,87.49622708004655,6.781788467922172e-16
PHLDB2,87.48325548305982,6.807372612370242e-16
S100A2,87.46359413332937,6.846338405778636e-16
CH25H,87.41614355382049,6.941315395162046e-16
BCAS4,87.38196427527355,7.010558045882709e-16
DST,87.20699063525925,7.376195333478905e-16
MILR1,87.03340938650913,7.758104098439946e-16
ATP6V0E2,87.0308969823083,7.763777084110837e-16
MAP1LC3A,86.92833040858386,7.999010267504574e-16
CLIP3,86.82216356863506,8.250143271308447e-16
LINC01644,86.81417164616893,8.269369367274924e-16
CEACAM6,86.74003748588828,8.449899993602195e-16
NNMT,86.6049369022279,8.789272938621884e-16
ARF6,86.39329135091975,9.349037168114575e-16
HK3,86.34202236145335,9.490007912976323e-16
VWA5A,86.30866477515889,9.582888191861502e-16
ST3GAL6,86.19606950281378,9.903280645529859e-16
KCNJ2,86.04850608043664,1.0339741532693235e-15
AP002360.1,86.03407667682878,1.038345747829685e-15
SYN1,85.93368314254927,1.0692864435103292e-15
AC008035.1,85.90331900845837,1.0788279941567325e-15
ACOT11,85.83934151597124,1.0992166157465e-15
SNAP25,85.78343277150776,1.1173546120083082e-15
HMGA2,85.70177088131034,1.144396152888458e-15
ETNK2,85.53298497810403,1.2024175477494851e-15
ANKEF1,85.47218853178718,1.2240423896505467e-15
PPP1R12A-AS1,85.46719923686615,1.2258345154942429e-15
B4GALT5,85.43360721663082,1.2379702562440725e-15
MSRB2,85.39240174425191,1.2530235508274127e-15
HAVCR2,85.34208454874972,1.2716583520096876e-15
HLA-F,85.32569219204817,1.2777898896825194e-15
MCCC2,85.18076063690829,1.3333269937060124e-15
LINC02560,84.9356533046597,1.432900501405675e-15
MARVELD1,84.92411965200371,1.4377681416441465e-15
FCER1G,84.90546792270355,1.4456755030083856e-15
AC068338.2,84.8967437607505,1.4493892638567554e-15
ALG1L6P,84.71033349208354,1.5311030939907712e-15
PHF19,84.60020983988518,1.5815631396400884e-15
TNFSF9,84.55007626578983,1.6050922044680293e-15
HSD11B1,84.45720685887699,1.6496234445342945e-15
PI4K2A,84.3758782451721,1.6896522641596383e-15
SYT1,84.2367635710463,1.7604275977377567e-15
CD164L2,84.22286061246648,1.7676645535270018e-15
LUM,84.18399960278236,1.7880539436802152e-15
SFRP2,84.16710765914718,1.79699116186064e-15
EIF2B2,84.10735613213643,1.8289708725696707e-15
PTPRF,84.08630234967498,1.840376527153196e-15
DANCR,84.01101968615995,1.8817553157431323e-15
CCR1,83.96178639072707,1.909326840607827e-15
CWH43,83.93514100932659,1.924419758094699e-15
LYST,83.90851926072142,1.9396205035251303e-15
RAVER2,83.88818036549398,1.951316061867398e-15
PRADC1,83.87562662767724,1.9585706675710595e-15
QRICH2,83.8259351456544,1.9875568541868127e-15
AC093627.4,83.68100832752727,2.0746133617331726e-15
WASF1,83.61388261097778,2.1162401007623597e-15
TAP1,83.4864616628573,2.1976101991027135e-15
AC004825.2,83.41209871661319,2.2465614272510774e-15
INHBB,83.40791599320643,2.2493475310718295e-15
AC079414.3,83.3205577120697,2.308346862547455e-15
MHENCR,83.29460876127753,2.326173524274665e-15
CCDC149,83.23713316477085,2.366158952252899e-15
SPR,83.22414879217699,2.3752885039105372e-15
CSTA,83.21262470923068,2.3834213099238766e-15
FLII,83.137614274321,2.437054650571976e-15
ACSL5,83.12948796028861,2.4429382882520524e-15
LOX,83.05448486583789,2.4979290803472417e-15
CCM2,83.04513565810815,2.504871435207398e-15
SLC43A1,83.02544450196321,2.5195575867413776e-15
MGAT4B,82.96768421598226,2.563143941284017e-15
TCF7L1,82.92271610578989,2.5976076809066868e-15
ITGA2,82.88419277262862,2.6275068333356523e-15
MYH10,82.68072273158243,2.7913345153383242e-15
SLC39A14,82.23774777239468,3.1848927675404795e-15
RDH5,82.16174656826894,3.2578863513734822e-15
SH3BP2,82.15843420965092,3.2611060538885823e-15
AC091563.1,82.15632317946006,3.263159721137234e-15
EDEM1,82.14992405377843,3.2693930052434507e-15
NIPSNAP2,82.06521325535,3.3530591151240368e-15
CD86,82.06467257972908,3.353600060202687e-15
HLA-DRB6,82.03866555791849,3.3797251502750067e-15
MRPS33,82.0171483116842,3.4014965282015127e-15
LLGL1,81.93426111274769,3.4867045336376755e-15
NRIP1,81.92669977532312,3.4945848615343277e-15
FAM234B,81.9087391262936,3.5133759246136974e-15
CST5,81.89479599686516,3.52803456230752e-15
USP2,81.81115056787982,3.617287957077227e-15
MMP16,81.80322520782248,3.6258629125665325e-15
INPP4A,81.78331691000378,3.6474943012302046e-15
SLC24A3,81.65328202296948,3.792050174672727e-15
APOD,81.60241797150657,3.8501678683976645e-15
QPCT,81.54125225499861,3.9212578331899166e-15
FOXQ1,81.53955744849759,3.923246525402474e-15
NT5M,81.4828260323287,3.990410710424837e-15
CHI3L2,81.47977977560026,3.994050080846386e-15
FAM86DP,81.4491146130872,4.030874431718312e-15
UGT8,81.4212708964054,4.064609758674535e-15
AC093673.1,81.39474455965819,4.097016095302761e-15
CAPSL,81.24008018678352,4.2912687515329005e-15
CDH6,81.17457026205112,4.376347409876872e-15
CCDC183-AS1,81.04958607992958,4.5434568231735745e-15
ECE1,81.04479172739816,4.549994832488397e-15
AKIRIN2,81.00034191802894,4.611068142883306e-15
GALNT17,80.9028588660919,4.747944861530527e-15
LSP1,80.88116931014112,4.778957303990837e-15
ATP5MC1,80.87958189348511,4.781235120988256e-15
KLHL3,80.8119670570001,4.87928945021922e-15
FMNL1,80.81130418619274,4.8802607970890685e-15
ADCY7,80.69409210984878,5.055149344432918e-15
AL122023.1,80.59846490535226,5.202546342804519e-15
HYKK,80.58487538884258,5.223844766498642e-15
AC080038.1,80.55121166956182,5.276987673457156e-15
AIF1,80.4525792185264,5.4358810414958295e-15
TNFRSF1B,80.4282200254311,5.475866831105622e-15
SPN,80.41384264732105,5.499607684190023e-15
SDC3,80.40088142736907,5.5210998200176876e-15
YIPF1,80.2360457750282,5.802000224965502e-15
ADM2,80.17561130216575,5.908593647402653e-15
SIPA1L2,80.13388346477842,5.983353253315912e-15
CTSK,80.12315719366289,6.002725435000618e-15
PMAIP1,80.07996356194636,6.081383276429942e-15
CCDC110,80.05767924720824,6.122373363329196e-15
NUCB2,80.02678128160323,6.1796729826193645e-15
FHL3,79.99433527600313,6.240430789198937e-15
ATP6V0E2-AS1,79.9911182886592,6.246487877758421e-15
AHNAK,79.98044896015058,6.266619411849897e-15
AC069224.1,79.96315905344304,6.29938329381335e-15
SUCLA2-AS1,79.9357257673841,6.3517265804439656e-15
CNN3,79.8666126612444,6.485566016259835e-15
WWC2-AS2,79.81974783573227,6.5779500174324734e-15
ERO1B,79.78270577841324,6.651916970881101e-15
MIOX,79.75653185139866,6.704691687986269e-15
AC139887.2,79.68801938682633,6.844859754901815e-15
CMTM3,79.67756627069653,6.866506142818277e-15
IKZF3,79.64596018374792,6.932380794133299e-15
ANKH,79.59613400578951,7.03753876038982e-15
ADAL,79.45202249389001,7.350912270535848e-15
AC067852.5,79.3809084883909,7.510745630805191e-15
BATF,79.37205335450878,7.530894113732442e-15
AC062029.1,79.36648317633987,7.543596351983186e-15
AMIGO2,79.32353511530684,7.642269864065524e-15
VLDLR,79.13535618111183,8.090333335395275e-15
C2CD4A,79.10268176513604,8.170813928533665e-15
COL1A1,79.09490072673874,8.190099231454008e-15
ELF4,79.06221493047767,8.271618095183925e-15
STAT4,79.05319167116586,8.294267280256964e-15
GNAS,79.01774445821735,8.383855371538471e-15
AC046143.1,78.99053198644185,8.453298695602404e-15
AP000866.2,78.86786554836375,8.773667982348681e-15
INAFM2,78.82264915137694,8.89485226121311e-15
RAB27A,78.73044538973737,9.147270646862415e-15
DUSP2,78.71711106616576,9.184373282010571e-15
MMP7,78.53890719750217,9.6951762835868e-15
DGKI,78.48931578034669,9.842400321691946e-15
GNAI1,78.48656439770994,9.850634739615138e-15
NFKBIE,78.47081803895385,9.897895905770498e-15
CD151,78.28713654760014,1.0466542283631503e-14
RYR1,78.24617683795785,1.0597814440935634e-14
PFKFB2,78.19305428805419,1.0770565782829712e-14
DHTKD1,78.03857090246552,1.1289393831462671e-14
PRKCQ-AS1,77.95093805294331,1.1594936975043508e-14
SLC6A12,77.90200303515972,1.1769202120536724e-14
S100A3,77.85159928525694,1.1951484215815468e-14
GSTM4,77.85051042036174,1.195545356404933e-14
SBNO1-AS1,77.84989496192482,1.1957697749509311e-14
SULT2B1,77.80074992285478,1.2138288832030436e-14
ZSCAN16-AS1,77.78837043356847,1.218421506263679e-14
TSC22D1,77.73902811787963,1.236903170564607e-14
CORO1A,77.62588392272974,1.2803667433195427e-14
LINC02408,77.54756670043696,1.3113588442496475e-14
SAT2,77.47974129635817,1.3388152610196721e-14
KANK2,77.42081355418907,1.3631442777717903e-14
GSTM3,77.34567695730802,1.3948189424183994e-14
ATP6V1B2,77.29821197944561,1.4152132272295058e-14
MRPL34,77.27371036517897,1.4258592883098227e-14
POU2F3,77.24780569458365,1.437203606806172e-14
PHLDA2,77.24278516222924,1.4394128259514687e-14
DPY19L2,77.2061385719519,1.4556436650427044e-14
AC022509.2,77.11935916453814,1.4948249376169003e-14
LY96,77.07136988487049,1.5169513010371545e-14
OLR1,77.01592136606507,1.5429321880514157e-14
VGLL1,77.01128135019114,1.5451267279478912e-14
PNP,76.99392376837471,1.5533643564125185e-14
ADCY8,76.98222177307937,1.558943134044454e-14
DRAXIN,76.94670688725189,1.575999520531458e-14
TMEM161A,76.91971022855367,1.5890918472326218e-14
CXCL2,76.90830485470552,1.5946562031882843e-14
AC079848.1,76.86430749791708,1.616307611927734e-14
CTHRC1,76.84054037694816,1.628127744341819e-14
LTB,76.80886664848029,1.6440168885768222e-14
TMEM44-AS1,76.45943230337822,1.8301441016254865e-14
NABP1,76.39305572275501,1.8678539853814422e-14
NPC1,76.27626050391997,1.936137775801452e-14
CYB561,76.12570700707822,2.027920508466097e-14
CA14,75.97820511943272,2.1221373576538127e-14
AL022162.1,75.94556255650107,2.1435826659622895e-14
PTGS2,75.91194416785999,2.1658995707129877e-14
CORO2B,75.90173786164269,2.1727214874165492e-14
FCGBP,75.83454898245984,2.2181795975813353e-14
AC007114.1,75.75317235739246,2.2745346908904178e-14
GPR84,75.71854866471664,2.298952023158545e-14
SPECC1,75.7102910278483,2.304814754080992e-14
SIGLEC6,75.63993754055667,2.3553850051228607e-14
PNPO,75.56448152610504,2.4108786085879578e-14
BCL2L1,75.51989954807082,2.4442893603233308e-14
MARVELD2,75.50870728272186,2.4527508199738598e-14
SCGB2A1,75.49351677634942,2.4642826760241917e-14
CCDC15-DT,75.47169911154852,2.4809421041097293e-14
ALDH4A1,75.42093931314362,2.520145793116194e-14
COLEC12,75.42074302723684,2.5202986089667148e-14
KLF15,75.31820083310119,2.6014344360842704e-14
RAP2B,75.23679231687274,2.6677372336162403e-14
TMSB4XP1,75.23590234396183,2.668471489724244e-14
TUBA1A,75.15483521765418,2.73622413710722e-14
FAS,75.06436688753996,2.8139030432796004e-14
LY86,74.91606258549729,2.946127346036427e-14
GALNT10,74.87970876701092,2.9794932391691137e-14
PSMB8-AS1,74.81586932358975,3.0390188602579286e-14
SCARB1,74.69948177001763,3.1506737745968907e-14
BNC1,74.68669231493098,3.1631949913857363e-14
RARRES1,74.67930537094982,3.170450056469985e-14
ELOCP20,74.66822921540313,3.181360203031532e-14
DHDH,74.63003117240818,3.219279579029287e-14
PBX4,74.40884365662063,3.448074960376815e-14
ZNF217,74.40356105037641,3.4537370741096965e-14
NFS1,74.25445727129578,3.617514672356398e-14
HLA-DQB1-AS1,74.11154542811887,3.7819072566346884e-14
TNFAIP8L2,74.10111635067362,3.794197430658693e-14
PDCD1LG2,74.08378680141928,3.8147094032914154e-14
PTK2B,74.0662485764353,3.83558323837215e-14
GALNT7,73.97988052804527,3.9400854892281894e-14
C1orf162,73.97501746402412,3.9460550430489996e-14
TMEM117,73.93330444129087,3.997638434056485e-14
SYTL3,73.9176227449629,4.017207777803472e-14
ZFP36L1,73.87255598675323,4.0739912488984244e-14
AL357079.3,73.8660205371774,4.082293346707695e-14
LMNA,73.77261611710912,4.202845095092095e-14
SELL,73.75180132802527,4.230199380331498e-14
ITGAX,73.73238634526071,4.255877319647624e-14
ACVR1,73.71658003147577,4.2768995519841314e-14
TSPAN33,73.6971392982307,4.302900454508172e-14
ARRDC2,73.67491763724257,4.3328177218144574e-14
SYNE1,73.64703125596007,4.370661074174015e-14
DUSP4,73.64059115457425,4.379448334765172e-14
BMP8A,73.61747260332552,4.411141001046585e-14
AL356488.3,73.45929706714399,4.63433202461567e-14
EHF,73.41996746300681,4.6915894003775385e-14
TFAP2C,73.40844700857167,4.708497162853118e-14
SLC25A37,73.39731158294751,4.7248987598019656e-14
IPCEF1,73.39634482506453,4.726325456496692e-14
PARP14,73.34904290146153,4.796669429244323e-14
MIR345,73.26363741279158,4.926387609793133e-14
RAB19,73.18477705624473,5.0493328309242564e-14
B4GALNT3,73.09594071293702,5.191575075673668e-14
BAIAP3,73.0687704695605,5.235888278170621e-14
TGFA,73.02504603602249,5.308009887808302e-14
ATP5PD,72.92077903585046,5.484100137845458e-14
TRIM14,72.87319639323405,5.566423367925351e-14
CLDN4,72.83914687839217,5.6261035218269875e-14
CTH,72.80785052426097,5.681532117436372e-14
SLCO4A1,72.80438229978934,5.687708743353192e-14
TNFRSF10A-AS1,72.79196173554578,5.709884850200578e-14
GOLGA7B,72.7878159815052,5.717306386387742e-14
CD53,72.77265084810351,5.744538006439823e-14
CACNG4,72.74375853644305,5.796784877587478e-14
EML1,72.71159239784411,5.855520871199591e-14
FPR3,72.67582333498802,5.921547226700163e-14
FAM218A,72.62220123431361,6.021950402341154e-14
HNMT,72.60033136045844,6.063395661153201e-14
GIHCG,72.59359897667508,6.076212420582856e-14
SNHG30,72.53791749101055,6.183278168157491e-14
DAPK2,72.50088370883749,6.255548516235945e-14
SLC26A4,72.48552136118931,6.285779309122422e-14
C2,72.46377241285415,6.328832312389874e-14
TRAPPC6A,72.46125337570957,6.333838203998038e-14
TCIRG1,72.45104689568736,6.354162025747608e-14
ADGRA3,72.33606235784912,6.587763352700088e-14
PTPRU,72.32401828772126,6.612732107463595e-14
DOCK9,72.30640685501284,6.649416076885205e-14
PTPN4,72.28162412023539,6.70138854512905e-14
TAGLN2P1,72.24364871250692,6.781830716748145e-14
IL36RN,72.23846833904915,6.792880032068454e-14
SP110,72.22143700525793,6.829335728206665e-14
AC005083.1,72.19431154824353,6.887809389755657e-14
AC026202.2,72.19337343088877,6.889840752863149e-14
KCTD8,72.1779421662669,6.92334261948163e-14
LYRM7,72.13066069377466,7.027027952451045e-14
LINC00467,72.05611839647722,7.193713345508309e-14
PDE8B,71.92940524889639,7.486345545211431e-14
NDRG2,71.87379206634465,7.618575781221379e-14
CIDECP1,71.80682740079811,7.780953958866566e-14
AKNA,71.70667555557793,8.030402137257111e-14
CIITA,71.6494565481883,8.176554066136188e-14
SUCLG1,71.64022762238406,8.200379270957738e-14
SLC22A4,71.57992667422404,8.35779900129938e-14
BCL2,71.54848609400405,8.44109264072356e-14
SDSL,71.53618424638582,8.473912595081082e-14
NINJ2,71.48331998719728,8.616432714522157e-14
LAPTM5,71.41540197403738,8.80312304932952e-14
CLEC10A,71.21664501156194,9.373450799809138e-14
PCED1B,71.16031836540836,9.541815210969505e-14
TUSC3,71.1369725811577,9.612496272917637e-14
POLDIP2,71.03527393429728,9.9266644669113e-14
ADCY9,71.02558102992272,9.957147919862353e-14
SERTAD2,70.96084229918195,1.0163203291714986e-13
TMEM99,70.87147415361262,1.0454800271084062e-13
CDC42BPG,70.86704851819037,1.0469459794364499e-13
AC005479.2,70.8072578510558,1.0669573170805516e-13
UST,70.73009757445126,1.09335847389561e-13
COX10,70.7154028214457,1.0984612821812042e-13
STK38,70.71282142651962,1.0993601799800023e-13
SRPRB,70.62120880224437,1.1317509804684184e-13
CLTCL1,70.58187422747974,1.1459545682938457e-13
PRR15,70.57688595734724,1.1477687273611234e-13
KCTD15,70.4994405741537,1.1763122567069934e-13
SH3BP1,70.48393084382734,1.1821148128376113e-13
DHRS9,70.47602614923053,1.1850833393228496e-13
PPM1N,70.46665929402035,1.1886107845959004e-13
AC119427.1,70.4543507537387,1.193262278999768e-13
OGDH,70.38347326413964,1.220410129551931e-13
PEA15,70.34614032149422,1.2349613881675925e-13
MT1M,70.26276155924442,1.268100582529927e-13
L3MBTL4,70.0602969915542,1.3523880773306532e-13
PLXNA3,70.03313726246137,1.3641205587429958e-13
C2CD4B,69.97775816426245,1.3883651273958912e-13
NDUFA5,69.95526839893382,1.3983357273959482e-13
NPTXR,69.83906037744782,1.4510281702005923e-13
FCGR2B,69.78734049752352,1.4751249801352104e-13
RAP1GAP,69.7341978339933,1.5003089173648475e-13
FHIT,69.7194587112748,1.507370858773608e-13
EPHA2,69.70506444804612,1.5143002078886009e-13
UBE2L6,69.67026203730498,1.531188173788986e-13
PALM3,69.59268359189682,1.569526302890885e-13
TMEM98,69.56145202115775,1.5852348984960694e-13
AL359504.1,69.53372152098422,1.5993165786820376e-13
PTAFR,69.50763628791341,1.612678934033603e-13
PRKG1,69.42377686583485,1.656411060895016e-13
