names,scores,logfoldchanges,pvals,pvals_adj,cluster
MT-ND3,101.139755,1.736623,0.0,0.0,5
EPCAM,100.28715,3.1888664,0.0,0.0,5
NPC2,100.12947,3.1482942,0.0,0.0,5
CD9,99.63154,2.9731138,0.0,0.0,5
CTSB,97.83782,2.8489387,0.0,0.0,5
AGR2,96.782486,4.5415597,0.0,0.0,5
TIMP1,95.323265,2.8735492,0.0,0.0,5
LMO3,94.60522,3.192255,0.0,0.0,5
SFTA3,91.98673,3.0636156,0.0,0.0,5
ASAH1,91.902534,2.625281,0.0,0.0,5
NTRK2,91.631424,3.4856737,0.0,0.0,5
S100A13,91.06103,2.916018,0.0,0.0,5
PAX8,91.037,3.0963123,0.0,0.0,5
CD24,90.96637,2.945359,0.0,0.0,5
LCN12,89.74763,3.4335952,0.0,0.0,5
VEGFA,89.64766,3.2377453,0.0,0.0,5
APOE,89.14648,3.5915234,0.0,0.0,5
NKX2-1,86.9826,2.8522131,0.0,0.0,5
PRDX1,86.38822,2.1928174,0.0,0.0,5
TMEM59,86.284386,1.9911989,0.0,0.0,5
KCNJ16,85.239105,3.3591397,0.0,0.0,5
MT-CO2,84.62413,1.0879538,0.0,0.0,5
HSP90B1,84.17032,2.2610326,0.0,0.0,5
MPZL2,84.161964,2.958186,0.0,0.0,5
C4orf48,83.470116,2.4897392,0.0,0.0,5
MXRA7,82.02766,2.7562492,0.0,0.0,5
MT-ND4L,81.46002,2.0045469,0.0,0.0,5
PLS3,81.166756,2.8430674,0.0,0.0,5
CPQ,81.088455,2.9019763,0.0,0.0,5
PDLIM1,80.815,2.4850693,0.0,0.0,5
SERPINA1,80.56464,2.5207124,0.0,0.0,5
HOPX,80.12601,2.5115566,0.0,0.0,5
SDC4,80.11097,2.6932204,0.0,0.0,5
NPNT,79.44337,2.9061463,0.0,0.0,5
CAV2,79.35667,2.723158,0.0,0.0,5
CPE,78.90391,2.980251,0.0,0.0,5
MUC15,78.856224,2.9690607,0.0,0.0,5
SLC26A7,78.80623,3.4857378,0.0,0.0,5
TSC22D1,78.422806,2.5556717,0.0,0.0,5
CLDN7,77.99913,2.4728484,0.0,0.0,5
KIAA1217,77.690445,3.0899076,0.0,0.0,5
GPX3,77.5532,2.6632316,0.0,0.0,5
MALAT1,77.51195,0.8642563,0.0,0.0,5
CD63,76.987724,2.1089127,0.0,0.0,5
NDUFC2,76.743004,1.9842997,0.0,0.0,5
CCDC80,76.40087,3.048064,0.0,0.0,5
PLPP3,75.06958,2.626371,0.0,0.0,5
SDC2,74.98398,2.5963254,0.0,0.0,5
ITM2B,74.96136,1.3870177,0.0,0.0,5
MDK,74.86203,2.7574155,0.0,0.0,5
COL14A1,74.73333,3.9496517,0.0,0.0,5
DDX17,74.63768,1.9533913,0.0,0.0,5
MGAT4C,74.23367,3.434399,0.0,0.0,5
IGFBP5,73.98863,3.3716066,0.0,0.0,5
CAV1,73.972275,2.8822954,0.0,0.0,5
PDIA3,73.72149,1.9409039,0.0,0.0,5
SAT1,73.25069,1.8721167,0.0,0.0,5
CD59,73.213936,2.0446284,0.0,0.0,5
LPCAT2,72.96713,2.8172028,0.0,0.0,5
LAPTM4A,72.648605,1.8545648,0.0,0.0,5
TSHR,72.539444,2.6862843,0.0,0.0,5
PRSS23,71.36672,2.8408403,0.0,0.0,5
MT-ND4,71.15218,0.97099483,0.0,0.0,5
CST6,71.05415,2.510605,0.0,0.0,5
KRT7,70.61967,2.280893,0.0,0.0,5
SLC25A29,70.51767,2.985724,0.0,0.0,5
CDH1,70.366936,2.6439834,0.0,0.0,5
RCN2,70.24222,2.115197,0.0,0.0,5
APOC1,69.62823,2.7166965,0.0,0.0,5
ANXA1,69.44557,1.8523115,0.0,0.0,5
TSPAN1,69.19711,3.0975206,0.0,0.0,5
IYD,69.181404,2.735429,0.0,0.0,5
PHPT1,69.07533,1.9109818,0.0,0.0,5
PDCD4,67.604904,1.8999424,0.0,0.0,5
CLDN1,67.22921,2.5864031,0.0,0.0,5
LTBP3,67.12633,2.6536791,0.0,0.0,5
DHRS3,66.499886,2.263027,0.0,0.0,5
MT-ATP6,66.215614,0.98741287,0.0,0.0,5
KRT18,66.10915,2.0531437,0.0,0.0,5
PDIA6,65.69649,1.8003833,0.0,0.0,5
S100A6,65.55469,1.9614187,0.0,0.0,5
SORBS2,65.51097,3.0653257,0.0,0.0,5
PPIB,65.28335,1.5637355,0.0,0.0,5
CLDN4,65.260376,1.9865922,0.0,0.0,5
HACD3,65.170815,2.2423058,0.0,0.0,5
GCSH,65.12675,2.2764947,0.0,0.0,5
ATP6AP2,64.59469,1.7327384,0.0,0.0,5
PLOD2,64.59243,2.497659,0.0,0.0,5
IGFBP6,64.53751,2.4331224,0.0,0.0,5
CADM1,64.47541,2.6010327,0.0,0.0,5
CANX,64.37625,1.7976292,0.0,0.0,5
CD74,132.92624,4.5562696,0.0,0.0,6
RPL21,117.7535,2.7848148,0.0,0.0,6
RPL13A,115.81697,3.2871094,0.0,0.0,6
HLA-DRA,115.525276,4.4083867,0.0,0.0,6
RPL18A,114.6925,1.6297286,0.0,0.0,6
RPLP2,114.614265,2.3201156,0.0,0.0,6
RPS27,113.63219,1.8232412,0.0,0.0,6
CD79A,113.52616,5.8417444,0.0,0.0,6
RPS2,111.99801,2.2259018,0.0,0.0,6
RPS17,110.0799,2.8456697,0.0,0.0,6
CD52,109.16723,3.3155434,0.0,0.0,6
CXCR4,108.03521,3.410473,0.0,0.0,6
RPS11,107.884415,1.984915,0.0,0.0,6
RPS20,106.84519,2.8521054,0.0,0.0,6
RPL23A,106.44446,1.8844903,0.0,0.0,6
RPS29,105.96133,2.269075,0.0,0.0,6
RPS6,104.87867,1.7590241,0.0,0.0,6
RPL27A,104.84044,2.5069876,0.0,0.0,6
RPS10,104.32375,2.0450304,0.0,0.0,6
RPL31,103.7558,3.0655568,0.0,0.0,6
RPL36A,103.027664,2.806045,0.0,0.0,6
RPS8,100.96856,1.2945534,0.0,0.0,6
RPS19,100.035645,1.3092211,0.0,0.0,6
RPL7,98.767815,2.3055942,0.0,0.0,6
RPS5,98.744896,1.4513938,0.0,0.0,6
RPL34,98.363144,1.3381207,0.0,0.0,6
RPL39,98.131485,1.3079008,0.0,0.0,6
RPS16,97.81377,1.8620481,0.0,0.0,6
BTG1,96.70098,2.4887617,0.0,0.0,6
RPL37A,96.08319,1.9787382,0.0,0.0,6
RPL35,95.67434,1.4396737,0.0,0.0,6
LAPTM5,95.44917,2.868915,0.0,0.0,6
RPS18,95.35438,1.1241287,0.0,0.0,6
RPL32,93.43093,1.2045792,0.0,0.0,6
RPS26,93.24061,1.9521573,0.0,0.0,6
HLA-DPB1,92.966545,2.9558764,0.0,0.0,6
MS4A1,92.93971,4.75062,0.0,0.0,6
RPL41,90.453026,1.2167624,0.0,0.0,6
RPL13,90.22978,1.0963777,0.0,0.0,6
RPL27,89.31861,1.42968,0.0,0.0,6
RPL15,89.316826,1.0906622,0.0,0.0,6
RPL26,88.59003,1.0743134,0.0,0.0,6
HLA-DQB1,87.99434,3.080602,0.0,0.0,6
HLA-DPA1,87.31756,2.8417985,0.0,0.0,6
RPL38,87.15383,1.6455561,0.0,0.0,6
RPS25,85.65849,1.1770217,0.0,0.0,6
RPL35A,83.72603,1.1167115,0.0,0.0,6
RPS15,82.70752,0.98571813,0.0,0.0,6
IGKC,82.61008,3.5429695,0.0,0.0,6
RPLP1,82.041885,0.8971475,0.0,0.0,6
RPL23,81.73525,1.5399522,0.0,0.0,6
RPL37,81.62686,1.0682012,0.0,0.0,6
RPL9,80.579025,1.1351905,0.0,0.0,6
CD37,80.28794,2.4909134,0.0,0.0,6
RPS14,79.98614,1.105958,0.0,0.0,6
RPL10A,79.29852,1.1319903,0.0,0.0,6
RPL11,78.00396,0.87294817,0.0,0.0,6
RPL3,77.3582,1.0433855,0.0,0.0,6
UBA52,77.17289,1.2205951,0.0,0.0,6
RPL12,76.51248,1.0084758,0.0,0.0,6
RPSA,74.42999,1.2632089,0.0,0.0,6
RPLP0,73.21211,1.2879465,0.0,0.0,6
HLA-DRB1,72.664734,2.3030705,0.0,0.0,6
CD83,72.514786,3.4575467,0.0,0.0,6
HLA-DRB5,71.498436,2.3761282,0.0,0.0,6
RPL36,71.40189,0.9141814,0.0,0.0,6
TSC22D3,70.901215,1.9297416,0.0,0.0,6
RPS21,70.82234,0.9932449,0.0,0.0,6
RPS23,70.12958,0.78356117,0.0,0.0,6
RPS27A,69.284874,0.7762053,0.0,0.0,6
RPS15A,69.23699,0.8904208,0.0,0.0,6
RPL17,69.18481,1.8623921,0.0,0.0,6
RPL19,68.27072,0.84129477,0.0,0.0,6
RPL10,63.226498,0.6350866,0.0,0.0,6
CD69,63.027542,2.216458,0.0,0.0,6
ISG20,62.215157,2.119923,0.0,0.0,6
RPL4,61.19319,1.1588249,0.0,0.0,6
TNFRSF13C,60.5666,4.838436,0.0,0.0,6
YPEL5,59.977837,1.9432752,0.0,0.0,6
HLA-DQA1,58.43744,2.2159107,0.0,0.0,6
RPL8,58.28439,0.7100879,0.0,0.0,6
MT1X,58.131603,2.673991,0.0,0.0,6
HLA-DMA,56.89505,2.138621,0.0,0.0,6
MT2A,56.61627,2.2780852,0.0,0.0,6
RPS3,56.124725,0.7885074,0.0,0.0,6
RPS9,56.013622,0.6839426,0.0,0.0,6
PABPC1,55.80366,1.1911098,0.0,0.0,6
GLTSCR2,55.30451,1.4101489,0.0,0.0,6
IRF8,54.933765,3.495131,0.0,0.0,6
IGHD,53.971806,5.2229657,0.0,0.0,6
RPL22,52.71996,0.8148931,0.0,0.0,6
RPL6,52.4145,0.7521184,0.0,0.0,6
CENPM,51.948975,4.3123903,0.0,0.0,6
H3F3B,51.85698,0.8043659,0.0,0.0,6
IGHM,51.38407,4.130715,0.0,0.0,6
VPREB3,50.890606,4.143356,0.0,0.0,6
RPL18,50.235233,0.63542205,0.0,0.0,6
MEF2C,49.119205,2.2799668,0.0,0.0,6
RPS13,49.016163,0.6492046,0.0,0.0,6
IGLC2,47.486217,3.210519,0.0,0.0,6
CCL5,125.93506,5.6363273,0.0,0.0,7
GZMA,110.45479,5.139461,0.0,0.0,7
HCST,107.20093,3.5056767,0.0,0.0,7
CD2,106.22446,3.6915853,0.0,0.0,7
B2M,105.259674,1.2731252,0.0,0.0,7
NKG7,102.45125,4.6859264,0.0,0.0,7
CD3D,101.44997,3.312425,0.0,0.0,7
CCL4,99.805595,4.6668725,0.0,0.0,7
CST7,95.53519,4.0602713,0.0,0.0,7
PTPRC,92.25075,2.8074458,0.0,0.0,7
TRAC,89.86872,3.0518172,0.0,0.0,7
CD8A,89.3922,4.7274027,0.0,0.0,7
TRBC2,87.96383,3.1550267,0.0,0.0,7
IL32,85.826294,3.0680945,0.0,0.0,7
SH3BGRL3,84.78362,2.1142595,0.0,0.0,7
CD3E,82.48873,2.7725487,0.0,0.0,7
CTSW,82.2474,4.1536365,0.0,0.0,7
CD3G,81.502304,2.9783173,0.0,0.0,7
HLA-C,80.45201,1.560315,0.0,0.0,7
CD8B,78.883675,4.2031336,0.0,0.0,7
APOBEC3G,78.52446,3.9762256,0.0,0.0,7
GZMK,78.397415,5.004407,0.0,0.0,7
HLA-B,72.824326,1.4418033,0.0,0.0,7
CORO1A,70.51703,2.1776946,0.0,0.0,7
HLA-A,69.39767,1.3962595,0.0,0.0,7
RAC2,68.74552,2.3349373,0.0,0.0,7
ITM2A,67.997505,2.4159598,0.0,0.0,7
TMSB4X,67.56256,1.1469517,0.0,0.0,7
MYL12A,66.944374,1.27178,0.0,0.0,7
CD69,66.683945,2.2199218,0.0,0.0,7
GZMH,66.29586,3.8494444,0.0,0.0,7
EVL,66.14076,2.2944126,0.0,0.0,7
HLA-E,65.237015,1.5401741,0.0,0.0,7
DUSP2,64.102646,2.4821353,0.0,0.0,7
CLEC2B,63.53399,2.3161652,0.0,0.0,7
COTL1,62.726227,2.2529986,0.0,0.0,7
RARRES3,62.683296,2.1220136,0.0,0.0,7
LCP1,62.61642,2.2342103,0.0,0.0,7
CD99,62.59313,1.8408211,0.0,0.0,7
LCK,61.24664,2.5079556,0.0,0.0,7
PFN1,61.001225,1.2468588,0.0,0.0,7
STK17A,60.770443,2.1325202,0.0,0.0,7
GZMM,60.105762,2.9800556,0.0,0.0,7
PSMB9,59.647118,2.0187893,0.0,0.0,7
RPL28,59.17582,0.59908783,0.0,0.0,7
IL2RG,57.939034,2.2053075,0.0,0.0,7
CFL1,56.89275,1.0938079,0.0,0.0,7
CD27,54.707306,2.6015728,0.0,0.0,7
CLIC1,54.44802,1.2681401,0.0,0.0,7
CD52,53.894867,1.7897162,0.0,0.0,7
IFNG,53.633904,3.9929478,0.0,0.0,7
ATP5E,53.538197,0.7841696,0.0,0.0,7
CKLF,53.0975,1.8494444,0.0,0.0,7
CD96,51.448887,2.735292,0.0,0.0,7
XCL2,51.18292,3.8846953,0.0,0.0,7
ARHGDIB,50.802746,1.3066132,0.0,0.0,7
ARPC2,49.910812,1.1956397,0.0,0.0,7
SEPT7,49.718872,1.3050765,0.0,0.0,7
ACTB,48.954983,0.7715629,0.0,0.0,7
GMFG,48.34137,1.556075,0.0,0.0,7
CD7,48.339893,1.9878767,0.0,0.0,7
SAMD3,48.23947,3.3194911,0.0,0.0,7
CD53,48.167934,1.7061317,0.0,0.0,7
LSP1,47.674053,1.9659675,0.0,0.0,7
CALM1,47.35993,1.0007868,0.0,0.0,7
ITGB2,46.900127,1.7955766,0.0,0.0,7
KIAA1551,46.75105,1.9945438,0.0,0.0,7
JUND,46.40411,1.2057397,0.0,0.0,7
RNF213,46.160103,1.6960809,0.0,0.0,7
AC092580.4,46.084053,3.6170561,0.0,0.0,7
CCL4L2,45.468964,2.5714798,0.0,0.0,7
CD48,45.225956,1.7494656,0.0,0.0,7
TIGIT,45.21765,2.721331,0.0,0.0,7
CLEC2D,44.690784,1.8540572,0.0,0.0,7
BTG1,44.64883,1.3165224,0.0,0.0,7
TBC1D10C,44.643738,2.0981448,0.0,0.0,7
SIT1,44.07932,2.832488,0.0,0.0,7
CYBA,44.035957,0.9494752,0.0,0.0,7
SRGN,43.925926,1.4421248,0.0,0.0,7
LAG3,43.684963,3.7966921,0.0,0.0,7
RGS1,43.267445,1.740912,0.0,0.0,7
LINC00152,43.211666,1.8525324,0.0,0.0,7
RPL30,43.044735,0.47553214,0.0,0.0,7
LIMD2,42.41855,1.5380814,0.0,0.0,7
TMA7,42.308228,0.70177454,0.0,0.0,7
PYHIN1,42.2521,2.9477932,0.0,0.0,7
CYTIP,42.070335,1.6315626,0.0,0.0,7
ARL4C,41.799236,1.8577858,0.0,0.0,7
TRGC2,41.536346,3.4945872,0.0,0.0,7
SRSF7,41.346916,1.1382074,0.0,0.0,7
IKZF3,41.277325,2.6003873,0.0,0.0,7
CD247,41.150684,2.0638692,0.0,0.0,7
RUNX3,41.139072,2.5568528,0.0,0.0,7
ARL6IP5,41.006516,1.0845401,0.0,0.0,7
C9orf142,40.92555,1.6172552,0.0,0.0,7
PRF1,40.587364,2.692277,0.0,0.0,7
PTPN22,40.414753,2.54276,0.0,0.0,7
ACAP1,40.40786,1.8927897,0.0,0.0,7
FYB,40.38907,1.6247318,0.0,0.0,7
SEPT1,40.10503,1.9105769,0.0,0.0,7
NPC2,129.22194,4.2130184,0.0,0.0,8
TSC22D1,126.20955,4.710387,0.0,0.0,8
SPINT2,124.41189,3.8957114,0.0,0.0,8
PRSS23,122.15619,4.5826325,0.0,0.0,8
C4orf48,121.35167,3.6920896,0.0,0.0,8
RPL41,119.09564,1.5541235,0.0,0.0,8
NMB,118.092766,5.0766215,0.0,0.0,8
PRDX5,117.83155,3.091175,0.0,0.0,8
CCDC80,113.18333,4.5736895,0.0,0.0,8
AK1,112.26784,3.9720252,0.0,0.0,8
ZCCHC12,110.813286,5.245175,0.0,0.0,8
CALM2,110.65554,2.2402952,0.0,0.0,8
POLR2L,109.8639,2.6083577,0.0,0.0,8
RPL37A,107.22638,2.2172713,0.0,0.0,8
SMIM4,105.38878,3.63117,0.0,0.0,8
SEPW1,105.2615,2.8161669,0.0,0.0,8
S100A13,105.18998,3.424845,0.0,0.0,8
ECM1,104.16485,5.4062166,0.0,0.0,8
APOC1,103.91375,4.152789,0.0,0.0,8
LGALS1,103.52508,3.245294,0.0,0.0,8
NTRK2,103.271614,3.8948035,0.0,0.0,8
MGST1,103.074265,3.4350636,0.0,0.0,8
PPDPF,101.91677,2.3448484,0.0,0.0,8
APOE,100.202805,3.723009,0.0,0.0,8
CLU,99.75028,3.6589074,0.0,0.0,8
TIMP1,98.395294,3.0707662,0.0,0.0,8
CAMK2N1,98.35312,3.779089,0.0,0.0,8
SDC4,98.24492,3.5893197,0.0,0.0,8
UQCR11,98.2195,2.0856333,0.0,0.0,8
SFTA3,97.86726,3.3029442,0.0,0.0,8
RPL12,97.79112,1.2488157,0.0,0.0,8
C14orf2,97.20506,2.2028391,0.0,0.0,8
ROMO1,96.94534,2.6184998,0.0,0.0,8
PDLIM1,96.94296,3.0504794,0.0,0.0,8
HINT1,96.50229,1.7148169,0.0,0.0,8
IGFBP6,95.21904,3.5748,0.0,0.0,8
LRRK2,94.49409,3.703104,0.0,0.0,8
CD24,94.335686,3.0972471,0.0,0.0,8
MACROD2,94.01159,5.118888,0.0,0.0,8
PRR15,93.61897,5.6449647,0.0,0.0,8
USMG5,93.60565,2.0867596,0.0,0.0,8
COX7C,93.35786,1.4694219,0.0,0.0,8
RPS27L,93.03841,2.3302925,0.0,0.0,8
RPL15,92.90792,1.1282535,0.0,0.0,8
SDC2,91.83778,3.1969976,0.0,0.0,8
ATP5E,91.355736,1.3814522,0.0,0.0,8
SERF2,91.02617,1.3491157,0.0,0.0,8
KIF22,90.49585,3.2126393,0.0,0.0,8
HMGN1,90.43935,1.8930745,0.0,0.0,8
SELM,90.06089,2.7391944,0.0,0.0,8
TMED2,89.46279,2.4677277,0.0,0.0,8
ATP5I,89.421745,2.0337782,0.0,0.0,8
DUSP6,88.45152,3.0075052,0.0,0.0,8
NGFRAP1,88.10836,2.6965091,0.0,0.0,8
ZFP36L1,88.01935,2.3434641,0.0,0.0,8
GPX3,87.822266,2.975161,0.0,0.0,8
MARCKSL1,86.382324,2.611622,0.0,0.0,8
MIF,86.33349,2.1372886,0.0,0.0,8
UQCRQ,85.61137,2.1054127,0.0,0.0,8
DSTN,85.490486,2.302619,0.0,0.0,8
SNHG25,83.808426,2.7032192,0.0,0.0,8
UQCRB,83.69746,1.6375618,0.0,0.0,8
ADIRF,83.200485,2.7541287,0.0,0.0,8
NOVA1,82.677864,5.319266,0.0,0.0,8
LINC00998,82.65564,3.2521071,0.0,0.0,8
NINJ1,82.16916,2.8965862,0.0,0.0,8
KCTD12,81.990875,4.054403,0.0,0.0,8
SUMO2,81.911705,1.6423931,0.0,0.0,8
PCSK2,81.57155,4.4957733,0.0,0.0,8
RPL38,81.01653,1.5789865,0.0,0.0,8
S100A6,80.96992,2.4354565,0.0,0.0,8
MAOA,80.793434,3.1046815,0.0,0.0,8
PDE8B,79.53671,3.442196,0.0,0.0,8
PHPT1,79.43081,2.2001853,0.0,0.0,8
RPS4X,79.38369,0.9794097,0.0,0.0,8
SNRPN,79.13965,2.230129,0.0,0.0,8
TCEB2,78.79412,1.7743752,0.0,0.0,8
MRPL14,78.210144,2.5846798,0.0,0.0,8
GPX4,78.02766,1.8924356,0.0,0.0,8
GPX1,78.01389,2.111241,0.0,0.0,8
EGR1,77.89068,2.5863903,0.0,0.0,8
LMO3,77.67262,2.628325,0.0,0.0,8
EIF4A2,77.608406,1.7310425,0.0,0.0,8
LINC01315,77.502686,4.474024,0.0,0.0,8
NDUFC2,77.43972,2.0148764,0.0,0.0,8
C6orf48,77.37146,2.2854013,0.0,0.0,8
ISCU,77.32691,1.9751978,0.0,0.0,8
PLPP3,77.04619,2.5989428,0.0,0.0,8
POLR2I,77.02201,2.2566204,0.0,0.0,8
NDUFB2,76.83578,1.8464515,0.0,0.0,8
TSPAN3,76.7225,2.5963717,0.0,0.0,8
NDUFB1,76.57397,1.9121073,0.0,0.0,8
C19orf33,76.54118,2.7804542,0.0,0.0,8
TMEM59,76.423744,1.8361026,0.0,0.0,8
TCEAL8,76.33256,2.6025136,0.0,0.0,8
TPD52L1,76.26473,2.8362753,0.0,0.0,8
YAF2,76.251495,3.040279,0.0,0.0,8
RCN2,76.09332,2.2780929,0.0,0.0,8
DMKN,76.04536,2.754924,0.0,0.0,8
NDUFA13,75.749214,1.9185878,0.0,0.0,8
HLA-DRA,125.984085,6.073499,0.0,0.0,9
HLA-DPB1,125.95483,5.4275565,0.0,0.0,9
HLA-DPA1,123.92513,5.2230334,0.0,0.0,9
HLA-DRB1,122.3159,5.235397,0.0,0.0,9
HLA-DQB1,120.81128,5.0673356,0.0,0.0,9
HLA-DRB5,120.73321,4.970912,0.0,0.0,9
HLA-DQA1,120.37834,5.347011,0.0,0.0,9
MS4A6A,118.914566,6.1977096,0.0,0.0,9
CD74,117.31312,4.522571,0.0,0.0,9
TYROBP,116.18129,5.5048385,0.0,0.0,9
AIF1,116.132935,5.358142,0.0,0.0,9
FCER1G,115.881836,5.369691,0.0,0.0,9
HLA-DMA,115.28202,4.3820987,0.0,0.0,9
GPX1,111.79959,3.4964898,0.0,0.0,9
CST3,111.58328,3.9089751,0.0,0.0,9
C1QA,109.48978,6.2337427,0.0,0.0,9
MNDA,106.88256,5.5796595,0.0,0.0,9
C1QC,106.0152,6.189672,0.0,0.0,9
FTL,104.36307,2.4570923,0.0,0.0,9
ALOX5AP,103.17394,4.1564927,0.0,0.0,9
C1QB,102.77087,5.9918685,0.0,0.0,9
MS4A7,102.11544,5.8303084,0.0,0.0,9
C1orf162,102.00031,4.394812,0.0,0.0,9
YWHAH,99.706566,3.8942802,0.0,0.0,9
LST1,98.72844,4.5289135,0.0,0.0,9
FCGR2A,98.046196,5.4096413,0.0,0.0,9
LYZ,97.8358,4.6858277,0.0,0.0,9
CLEC7A,97.20665,5.297125,0.0,0.0,9
SGK1,96.44478,4.539119,0.0,0.0,9
FGL2,91.46847,4.34775,0.0,0.0,9
MEF2C,90.81751,3.5927873,0.0,0.0,9
FCGRT,90.109726,3.313185,0.0,0.0,9
CEBPD,89.47049,3.3417199,0.0,0.0,9
ITM2B,89.32904,2.0946634,0.0,0.0,9
RGS1,89.20787,3.5108228,0.0,0.0,9
GPR34,88.482834,6.9637494,0.0,0.0,9
RNASE6,87.89478,4.5481844,0.0,0.0,9
IGSF6,87.36137,4.6181154,0.0,0.0,9
RGS10,86.91126,3.0070572,0.0,0.0,9
CTSS,86.76329,2.9064975,0.0,0.0,9
MARCKS,86.64208,3.8631766,0.0,0.0,9
IFNGR1,86.42915,3.1615,0.0,0.0,9
HLA-DMB,84.957794,3.3203146,0.0,0.0,9
IER3,83.56129,3.6406617,0.0,0.0,9
FCGR3A,83.27142,4.692616,0.0,0.0,9
GRN,82.83513,2.9212255,0.0,0.0,9
P2RY13,81.79537,6.4308167,0.0,0.0,9
ETS2,80.720406,3.8864398,0.0,0.0,9
CCL3,80.643776,4.486027,0.0,0.0,9
CYBB,80.48648,4.0944214,0.0,0.0,9
CD14,80.41435,4.7220855,0.0,0.0,9
CD68,80.385735,4.0111217,0.0,0.0,9
LY86,80.10486,4.268576,0.0,0.0,9
IL18,79.75313,4.137524,0.0,0.0,9
RAC1,79.38631,2.1352727,0.0,0.0,9
COTL1,79.23423,2.7590575,0.0,0.0,9
S100A11,78.58914,2.2212012,0.0,0.0,9
TMEM176B,77.69231,3.9927742,0.0,0.0,9
RNF130,77.03977,3.3133562,0.0,0.0,9
OGFRL1,76.313774,4.0540714,0.0,0.0,9
CD86,76.1823,4.8228946,0.0,0.0,9
PLXDC2,75.795296,4.106225,0.0,0.0,9
GLIPR1,75.32763,3.0766842,0.0,0.0,9
C3,74.51089,4.379754,0.0,0.0,9
MEF2A,74.50495,3.2380695,0.0,0.0,9
PPT1,74.43674,2.935806,0.0,0.0,9
FAM26F,74.38886,4.1444736,0.0,0.0,9
SPI1,74.37467,3.8414059,0.0,0.0,9
RNASET2,73.83598,2.3502843,0.0,0.0,9
CXCL16,73.18494,3.7301269,0.0,0.0,9
MSR1,72.938934,5.118896,0.0,0.0,9
FOS,72.28115,2.2455928,0.0,0.0,9
CCL3L3,71.70169,4.6267586,0.0,0.0,9
PYCARD,71.5849,2.8439438,0.0,0.0,9
FAM49B,71.35226,2.3991678,0.0,0.0,9
CAPG,71.33869,2.352363,0.0,0.0,9
KCTD12,70.79056,3.4554644,0.0,0.0,9
TYMP,70.66637,2.6435575,0.0,0.0,9
CKLF,70.66067,2.3241248,0.0,0.0,9
SAT1,70.64013,2.042106,0.0,0.0,9
CYBA,70.514404,1.6065166,0.0,0.0,9
SRGN,70.47771,2.3865886,0.0,0.0,9
LTC4S,70.45475,4.132349,0.0,0.0,9
CSF1R,70.27283,5.0945725,0.0,0.0,9
NFKBIA,70.2297,2.2110636,0.0,0.0,9
HERPUD1,70.208275,2.2916486,0.0,0.0,9
CTSZ,69.82863,2.743452,0.0,0.0,9
AP1S2,69.56154,2.971896,0.0,0.0,9
LY96,69.53644,3.4072466,0.0,0.0,9
MFSD1,69.52414,3.223655,0.0,0.0,9
CCL4L2,69.09391,3.7333574,0.0,0.0,9
ATP6V0B,68.56782,2.0007653,0.0,0.0,9
ACTB,68.530205,1.1985929,0.0,0.0,9
ITGB2,68.52969,2.3569992,0.0,0.0,9
F13A1,68.2489,5.6209664,0.0,0.0,9
SAMHD1,68.18023,2.7827756,0.0,0.0,9
CD83,67.758736,3.1069205,0.0,0.0,9
RAB32,67.29348,3.6189735,0.0,0.0,9
ARPC3,67.07302,1.6483175,0.0,0.0,9
LPAR6,66.91621,3.1519444,0.0,0.0,9
UACA,102.95872,4.6339245,0.0,0.0,10
S100A6,101.53113,3.4423108,0.0,0.0,10
CST6,101.42663,4.5282183,0.0,0.0,10
APLP2,98.541695,3.3444805,0.0,0.0,10
TG,96.54602,4.3826704,0.0,0.0,10
LCN12,96.2951,3.7797396,0.0,0.0,10
IYD,94.67092,3.976933,0.0,0.0,10
BHLHE41,94.26161,3.4713984,0.0,0.0,10
S100A1,93.916245,3.6956086,0.0,0.0,10
SLC34A2,93.43647,3.952972,0.0,0.0,10
KRT18,93.15097,3.3300078,0.0,0.0,10
PLPP3,92.58591,3.5290084,0.0,0.0,10
PLCG2,92.30361,3.1438327,0.0,0.0,10
DSP,91.793236,3.297921,0.0,0.0,10
CLDN3,90.34537,3.308598,0.0,0.0,10
TNFRSF12A,89.27656,3.449369,0.0,0.0,10
MET,89.240616,3.3542376,0.0,0.0,10
CCND1,88.97465,3.0816007,0.0,0.0,10
KRT7,88.64495,3.3128953,0.0,0.0,10
PEBP1,88.56877,2.5857372,0.0,0.0,10
DAPK2,87.94983,3.3682132,0.0,0.0,10
MT-CO1,87.68135,1.4539248,0.0,0.0,10
FRMD3,87.0906,3.9456275,0.0,0.0,10
NDUFA4,86.82351,1.9623468,0.0,0.0,10
NMU,86.65282,4.56018,0.0,0.0,10
DCSTAMP,85.95815,4.627291,0.0,0.0,10
ZFAS1,85.734055,2.1404564,0.0,0.0,10
CTNNAL1,85.09849,3.2602894,0.0,0.0,10
CRABP2,84.564285,4.0932045,0.0,0.0,10
MT-ND1,84.54084,1.6851445,0.0,0.0,10
CITED1,84.37908,4.2080975,0.0,0.0,10
TPD52L1,84.288124,3.1515346,0.0,0.0,10
TBX3,84.24665,3.276001,0.0,0.0,10
LGALS3,83.97074,2.9285023,0.0,0.0,10
GTF2I,83.88562,2.6099958,0.0,0.0,10
SFTA3,83.773,2.9465606,0.0,0.0,10
GSTP1,83.68672,2.4615748,0.0,0.0,10
