"Subtype","BRAF","NTRK2","ALK","MET","MTOR","PIK3CA","PTEN","VEGFA","KDR","FGFR1","FGFR2","CDK4","CDK6"
"C1",2.87880126933438,6.19622001551387,0.629344510495404,5.70003143450458,4.10796910112358,2.20099689390998,5.00503154060194,6.74073529090529,6.03575414803393,3.59595984826102,4.84761191199815,5.50153643288142,2.54325306687758
"C2",2.80022422802072,6.02959112167616,1.36113976623432,8.05517900176777,4.08599350006204,2.63866500070077,4.98226362356025,5.63089583418912,4.9287766197621,3.48585974005971,4.39852270253822,5.69224496069891,2.12483907848877
