Subtype,N,EMT_mean,Proliferation_mean,Angiogenesis_mean,Adhesion_mean,Glycolysis_mean,OXPHOS_mean,SASP_mean,Senescence_mean,Immunosenescence_mean,DNA_Repair_mean,Apoptosis_mean
C1,41,-0.25063922017750634,-0.14774096496262515,0.2438861071172856,-0.2980692889017399,-0.2148673207510381,0.23914696821423298,-0.19914769438700727,-0.28815188714974865,-0.2539112329651767,-0.09964277096939379,-0.18492663590360328
C2,79,0.12403902689943971,0.06171305037041654,-0.16370062987300782,0.18783791166766944,0.1211980542266015,-0.25652710904014786,0.11975615695206551,0.18319271764267034,0.10675179643945565,0.09014378372707428,0.09243457765015137
