"gene","mean_elderly","mean_young","log2FC","pvalue","padj"
"LINC02408",1.3358310096892,1.80660917288752,-0.47077816319832,0.000448803173351433,0.0581411795069249
"PON3",1.80368693289816,2.16606015679016,-0.362373223891999,0.00045092701052699,0.0581411795069249
"CASP4LP",1.4192548595373,1.65467566084069,-0.235420801303387,0.000468387488910503,0.0595702383122165
"AC009509.4",1.86745003665427,2.08475624731487,-0.217306210660594,0.000469286152200057,0.0595702383122165
"CHIC2",4.77465575328209,4.9597881914771,-0.185132438195006,0.000484717652189872,0.0606558509987228
"HEG1",6.35451247518592,6.65943227398111,-0.304919798795185,0.000485246807989782,0.0606558509987228
"CXCL11",1.4163752872455,1.88935364648677,-0.47297835924127,0.000494154897061807,0.0613014124195992
"PLPP5",4.96473028153548,5.16147534512201,-0.196745063586528,0.000499671313577647,0.0614370186094051
"MGAT4C",2.82361667477594,3.19371949937711,-0.370102824601171,0.000503965056119664,0.0614370186094051
"RBMS1",3.7518195743922,3.94985081376114,-0.198031239368937,0.000506503664871432,0.0614370186094051
"CA5B",2.16765121515263,2.36387184933499,-0.196220634182366,0.000531365863315306,0.0631859303869541
"STK32A-AS1",2.71475669177044,3.15181050480511,-0.437053813034672,0.00053737128032018,0.0631859303869541
"ZRSR2",4.94916134506418,5.13039358877633,-0.181232243712144,0.000543858223528428,0.0631859303869541
"AC099661.1",1.55412602811678,1.77435727338005,-0.220231245263275,0.000545110151667021,0.0631859303869541
"AC018628.1",1.30291329256569,1.50547215916073,-0.202558866595037,0.00054621337803524,0.0631859303869541
"IRF1-AS1",1.45256876921212,1.60245320859443,-0.149884439382317,0.00054756085208626,0.0631859303869541
"CLU",10.8141997378453,11.4677179895863,-0.653518251741014,0.000550185504702682,0.0631859303869541
"GBP4",3.70371358547481,4.08379859836168,-0.380085012886866,0.000551791636356301,0.0631859303869541
"YPEL2",3.89857914678152,4.10568791194865,-0.20710876516713,0.000557436820537459,0.0633568958641471
"APOBEC3G",3.11990359220006,3.40750373338426,-0.287600141184206,0.00057120107610411,0.0633568958641471
"RRAGD",5.26741313763395,4.88559233264961,0.381820804984341,0.000575590568349227,0.0633568958641471
"PPIF",5.9652538835552,5.68076007065239,0.284493812902813,0.000576232397066936,0.0633568958641471
"AKNA",3.73292647890994,4.02047230876621,-0.287545829856266,0.000577277347031719,0.0633568958641471
"PLIN5",1.7284768029064,2.02136032335797,-0.292883520451564,0.000583655014254136,0.0633568958641471
"ST3GAL1",6.52732021745727,6.83854330886679,-0.311223091409526,0.000584057221574996,0.0633568958641471
"CLDN5",4.00644402416279,4.37689696030519,-0.370452936142394,0.000584237635144196,0.0633568958641471
"RPL38P5",0.86784882272424,1.07977758334998,-0.21192876062574,0.000597694090309037,0.064093073564298
"UBE2L6",6.34350593060227,6.60329164921711,-0.259785718614835,0.000603495259246936,0.064093073564298
"INO80C",3.0089659363958,3.16981502064197,-0.160849084246168,0.000610599259217138,0.064093073564298
"CASP9",3.77292689533312,3.96695355075626,-0.194026655423134,0.000611636708989689,0.064093073564298
