"gene","mean_elderly","mean_young","log2FC","pvalue","padj"
"AC107956.1",3.18390667162207,3.36026553505069,-0.176358863428619,0.0873559255614124,0.349547889645136
"APCDD1",2.56068754416269,2.70022845277687,-0.139540908614182,0.0873757229397885,0.349547889645136
"ZDBF2",2.34569038526979,2.45740159842251,-0.111711213152719,0.087385755544581,0.349547889645136
"NPC2",10.4382027088532,10.6185146610698,-0.180311952216623,0.0873971132157784,0.349547889645136
"TMEM108",2.781461918558,2.97195917762543,-0.190497259067433,0.0874144113269558,0.349547889645136
"PHETA1",4.44591235781692,4.57288070509683,-0.126968347279913,0.0874247113092773,0.349547889645136
"SRI",5.55029049443624,5.63398427176461,-0.0836937773283655,0.0874348844960681,0.349547889645136
"MSI2",4.16827441101734,4.26848835567937,-0.100213944662034,0.0874350018923039,0.349547889645136
"RYBP",4.45032892535008,4.5380129614569,-0.0876840361068218,0.0874767403252521,0.34961736751706
"PTPRK",4.15945729632914,4.27865700965374,-0.119199713324591,0.0874950822647275,0.34961736751706
"NFKB1",4.89391509351991,4.99840982765286,-0.104494734132951,0.0875437782948177,0.349680203302652
"MRPL15",5.66683518502894,5.579166992106,0.087668192922937,0.0875535165521143,0.349680203302652
"PLD2",4.29794129052725,4.39582851762609,-0.0978872270988482,0.0876243686920904,0.349750240588295
"TRIM4",4.95701755949464,5.0734424368301,-0.116424877335463,0.0876278917499558,0.349750240588295
"MSMO1",5.76926959465653,5.88434472723682,-0.115075132580293,0.0876553846092631,0.349750240588295
"MC1R",1.53084523970841,1.65316845047076,-0.122323210762356,0.0876564877785871,0.349750240588295
"ZNF75D",3.85108671524888,3.97375687404884,-0.122670158799955,0.0876813477996541,0.349764207117987
"MYNN",3.17208401260796,3.24526172174243,-0.0731777091344687,0.0877897526055989,0.349989457655634
"TSG101",6.05491147930175,6.12427939903648,-0.0693679197347308,0.0878117703475196,0.349989457655634
"KLHL9",4.81656617928317,4.91574554308422,-0.0991793638010483,0.0878186600927975,0.349989457655634
"BEND5",3.49850031098841,3.61998616899495,-0.121485858006542,0.0878233087943205,0.349989457655634
"PAAF1",3.50622092787556,3.58537448759417,-0.079153559718609,0.0878666744562549,0.350077078885931
"PDCD7",4.81832556621317,4.89702512952415,-0.0786995633109724,0.0879039673736565,0.350140468436785
"AL121655.1",1.30528950879319,1.41297063517264,-0.107681126379456,0.0879475260871621,0.350228779104397
"DCP1A",3.93203221330784,4.0269803649884,-0.0949481516805641,0.0879913574517535,0.350318132329799
"MRPL46",1.09209454680461,1.15494891705865,-0.0628543702540478,0.0880488973274963,0.350399129017512
"RPL29P11",1.63180813271351,1.72717051301048,-0.0953623802969654,0.0881286444244759,0.350399129017512
"RAB35",4.77090153605769,4.85165450596252,-0.0807529699048262,0.088141764544968,0.350399129017512
"BEX5",5.43729018483229,5.60176224917454,-0.164472064342246,0.0881442608354006,0.350399129017512
"SPIN2B",2.5353359969331,2.60097559596997,-0.0656395990368708,0.0881529257523169,0.350399129017512
"N6AMT1",3.04921562009131,3.13561480328287,-0.0863991831915598,0.0881698727233275,0.350399129017512
"CDC42SE1",5.98454117346941,6.08642467908686,-0.101883505617446,0.0881776921897216,0.350399129017512
"TEK",3.65695881907243,3.81238300319696,-0.155424184124537,0.0881828892019033,0.350399129017512
"KAZALD1",2.30842530384061,2.18757924369843,0.120846060142181,0.0882111217507396,0.350400247749353
"MTND1P23",3.07427793151913,2.7104603812857,0.363817550233426,0.0882475663306042,0.350400247749353
"RNF11",7.25622506360559,7.35559023651648,-0.0993651729108942,0.0882637405712936,0.350400247749353
"GPBP1",5.77019929697356,5.85139986643177,-0.0812005694582121,0.0882741618626778,0.350400247749353
"GSE1",4.79262524483258,4.89655952886005,-0.103934284027466,0.0882905633304062,0.350400247749353
"EEF1A1P13",3.97551568926966,4.10517659452155,-0.129660905251888,0.0883115616770429,0.350400247749353
"RBM19",4.12654708658677,4.20038834616818,-0.0738412595814015,0.0883474304469358,0.350457648635798
"AC012511.1",3.69288331389967,3.85058222630146,-0.15769891240179,0.0883938592761466,0.3505569013434
"TOE1",4.52064420726102,4.61324711867768,-0.0926029114166607,0.0884968129784802,0.350880220949785
"PKD2",4.28158317956962,4.39376668213345,-0.112183502563834,0.0885509535657908,0.350999383114361
"AL512625.3",2.28050928079543,2.46022229405405,-0.179713013258618,0.0885697374673918,0.350999383114361
"SPRED1",5.48518363256594,5.6037406504264,-0.118557017860454,0.0886448108504628,0.351070393878265
"GRK3",2.98137662415789,3.08539337199591,-0.104016747838022,0.0886552874262727,0.351070393878265
"PROS1",6.70490142706186,7.01525388526985,-0.310352458207994,0.0886617510399115,0.351070393878265
"RBM17",5.38576130211358,5.46527360617132,-0.0795123040577472,0.0886734136843055,0.351070393878265
"ADK",5.51563150650236,5.62179681133494,-0.106165304832571,0.088732995563759,0.351221368710794
"CEP95",3.69325440983164,3.80371925678881,-0.110464846957167,0.088770974982262,0.351286784759435
"CFAP44",1.40566562164925,1.52483274339763,-0.119167121748374,0.0888644522588969,0.35155103510279
"RRP7A",4.15113427953223,4.27652604358831,-0.125391764056084,0.0888806891801862,0.35155103510279
"TRDJ1",1.35695661486269,1.67843047435949,-0.321473859496802,0.0889176027406133,0.351612109364294
"TRMT11",3.40025493615586,3.48981402695553,-0.0895590907996748,0.0890249505742407,0.351802688447139
"RRS1",4.60645507155954,4.52442342759678,0.0820316439627602,0.0890256382514344,0.351802688447139
"C16orf72",3.56128306345904,3.64445315229988,-0.0831700888408382,0.0890758014770095,0.351802688447139
"ELOC",4.54150001085899,4.60359128711773,-0.0620912762587373,0.0890823136083584,0.351802688447139
"ERN1",3.28555006333935,3.40761149448983,-0.12206143115048,0.0890828205882423,0.351802688447139
"PAPOLG",3.72359126882086,3.84362860056888,-0.120037331748017,0.0890947022284145,0.351802688447139
"HEXA",3.17149165742164,3.24923825306315,-0.0777465956415049,0.0891330032387979,0.351869076189806
"C16orf54",1.40956342890802,1.59080145655071,-0.181238027642691,0.0891565565192351,0.351877226561213
"AP002990.1",1.40341861345964,1.46726356602852,-0.0638449525688718,0.0892576299749633,0.352180769610471
"EFNA4",4.63413928896347,4.753447267596,-0.119307978632524,0.089302674438239,0.352180769610471
"AL031670.1",1.37466266096226,1.47750878477507,-0.102846123812812,0.0893358269446166,0.352180769610471
"C4A",4.23732951716658,4.47529219451989,-0.237962677353303,0.0893886350909325,0.352180769610471
"SARAF",8.83766311171279,8.93344840365589,-0.0957852919431037,0.0894204917284209,0.352180769610471
"COQ10B",5.41621762035455,5.49031057246163,-0.0740929521070743,0.0894299628466501,0.352180769610471
"ICAM1",5.70564113411588,5.97379035756457,-0.268149223448693,0.0894339128452084,0.352180769610471
"AC104532.2",2.07320517612258,2.2026748246966,-0.129469648574016,0.0894403530996915,0.352180769610471
"KCNJ2",3.58670122742748,3.8716394607973,-0.284938233369822,0.0894431101643668,0.352180769610471
"C22orf23",2.23592010666691,2.35604405063895,-0.120123943972036,0.0894485386754166,0.352180769610471
"KRBOX4",3.32036858795847,3.40450426139807,-0.0841356734396066,0.0894961332499225,0.352283457203722
"INTS5",4.97945520228319,5.06052460650521,-0.081069404222017,0.0896518523683772,0.352746018062419
"GPANK1",4.58667139760684,4.67224250673165,-0.085571109124805,0.0896567283771475,0.352746018062419
"EP300",4.9917932807393,5.11544487560748,-0.123651594868176,0.089699586024897,0.352775547343147
"CELF2",3.21389100503726,3.37305640527482,-0.159165400237556,0.08970732086332,0.352775547343147
"MYO5A",3.33529090322063,3.44164169852903,-0.106350795308401,0.0898001939837183,0.353055984749913
"CYP27B1",2.61205486384483,2.42371036116744,0.188344502677387,0.0898695559262093,0.353178955922924
"RAB18",5.93276151143349,6.02962840247138,-0.0968668910378847,0.089874608203409,0.353178955922924
"ARID3A",2.15555712523031,2.25165019242023,-0.0960930671899258,0.0899048661306277,0.353213095702742
"PIGL",2.67667705057465,2.77772347497997,-0.101046424405324,0.0900148179356312,0.353403470060631
"CWC22",4.8583342707186,4.95195674632265,-0.0936224756040556,0.0900757550271554,0.353403470060631
"MED14OS",1.56366221545002,1.65820615435529,-0.0945439389052734,0.0900820883524955,0.353403470060631
"TAS1R3",1.41345095253361,1.55697695280945,-0.143526000275841,0.0900839832423425,0.353403470060631
"TSPO",7.26845989881661,7.41044228693675,-0.141982388120134,0.0901060225510326,0.353403470060631
"MAFK",3.94081003221978,4.05852099877468,-0.117710966554902,0.0901193096475323,0.353403470060631
"CEP76",1.87159349560989,1.93393432645317,-0.0623408308432805,0.0901249680555912,0.353403470060631
"CARHSP1",3.74063637770821,3.82916997435088,-0.0885335966426761,0.0901309629648166,0.353403470060631
"ASTN2",1.27177626469527,1.37178052162564,-0.100004256930373,0.0901710762984848,0.353403470060631
"STK38",4.81553920403094,4.92378072758122,-0.108241523550281,0.0901864556275416,0.353403470060631
"PCCB",4.48383497420294,4.3724127815139,0.111422192689039,0.0901912948416772,0.353403470060631
"GPHN",4.02081451078338,3.90445240994047,0.11636210084291,0.0902258522793119,0.353403470060631
"PHYHIP",3.96259875496292,4.22798438663864,-0.265385631675715,0.0902338875312059,0.353403470060631
"TSHR",7.34477406956269,7.48486689208686,-0.140092822524171,0.0902576079864928,0.353411843801726
"RNF182",1.2756474655425,1.38096710069143,-0.105319635148932,0.0902896275512936,0.353414596681144
"BHMT2",3.42564765553797,3.70498159839969,-0.279333942861724,0.0903127224108876,0.353414596681144
"AL096828.3",1.49379995628253,1.3944544729014,0.0993454833811356,0.0903230587548451,0.353414596681144
"IGLV3-25",3.29738187774198,3.80237411222534,-0.504992234483361,0.0903483785954862,0.353429216316552
"AL355032.1",1.23505772654245,1.3345383633715,-0.0994806368290464,0.0904248156231824,0.353643743928735
"SLC27A2",3.70281054021318,3.85519858593497,-0.152388045721791,0.0904713581858172,0.353741282304861
"H3P14",1.20815032765989,1.30448930555772,-0.0963389778978276,0.090502940969082,0.353780295623948
"LINC01977",1.30509340929686,1.4428765555363,-0.137783146239441,0.0905967795125888,0.35387822138023
"AC011498.7",1.16921221804214,1.25066319200825,-0.0814509739661022,0.0906392192314045,0.35387822138023
"UPF3B",3.92753359452001,4.01245358593928,-0.0849199914192615,0.0906401633929228,0.35387822138023
"CCDC66",2.54229340041482,2.63277775677058,-0.0904843563557516,0.0906490194301342,0.35387822138023
"MIR3907",2.63655675625979,2.86092808150659,-0.224371325246801,0.0906494720350941,0.35387822138023
"KCNN4",4.19425694021438,4.61203374220549,-0.417776801991113,0.0906776216856199,0.35387822138023
"RBBP7",5.72187730795895,5.79218687985157,-0.0703095718926221,0.0906792682083325,0.35387822138023
"BHLHE41",7.57711372715187,7.78426330328063,-0.207149576128766,0.0907508421350965,0.353992132516025
"AC016876.1",3.90336326012646,4.02366556074958,-0.120302300623111,0.0907777180054176,0.353992132516025
"CC2D2A",2.22220138800242,2.3195761182187,-0.0973747302162788,0.0907814973371023,0.353992132516025
"CCND3",6.32884217298228,6.42247572702887,-0.0936335540465825,0.0907949286453317,0.353992132516025
"EIF2AK3-DT",1.2123145044169,1.2842702784204,-0.0719557740035004,0.0909085315464211,0.354041652008561
"LPL",4.36265004622866,4.58077537438499,-0.21812532815633,0.0909304099500407,0.354041652008561
"PPIB",7.93638927677003,8.06429668168584,-0.127907404915808,0.0909388613766636,0.354041652008561
"CGGBP1",5.58441934187251,5.67048000537576,-0.0860606635032495,0.0909551714669585,0.354041652008561
"AL355312.3",0.975485858789838,1.11614166077928,-0.140655801989446,0.090961149275151,0.354041652008561
"CDC45",1.58238686909399,1.6911055715771,-0.108718702483115,0.0909909456578361,0.354041652008561
"DEPDC5",1.64819213586026,1.70267384646843,-0.0544817106081632,0.0910359366029863,0.354041652008561
"DIP2A",3.08595798823418,3.16847968775231,-0.0825216995181357,0.0910508045372189,0.354041652008561
"ZFP37",2.04555514521602,2.15296060866862,-0.107405463452596,0.0910730734877671,0.354041652008561
"RABGGTA",5.22231038359467,5.30012070922082,-0.0778103256261451,0.0910797044920582,0.354041652008561
"SAMD12",3.33034936049554,3.43043582415237,-0.100086463656824,0.0910981482098267,0.354041652008561
"SNHG4",1.09266539513716,1.01443934849056,0.0782260466466,0.0911034488066437,0.354041652008561
"ACCS",3.3599510715455,3.4875319925791,-0.127580921033593,0.0911328843376678,0.354041652008561
"HSF2BP",1.15748788914762,1.088721667259,0.0687662218886131,0.0911501793751864,0.354041652008561
"TECPR2",3.91568547928921,3.99635163174672,-0.0806661524575092,0.0911631332288553,0.354041652008561
"KIAA1328",1.5721674908007,1.64115484005013,-0.068987349249428,0.0911837570184607,0.354041652008561
"YIPF2",6.28738547984687,6.37438722479834,-0.0870017449514613,0.0911847377977666,0.354041652008561
"BAIAP2-DT",5.21870628577145,5.31675724551247,-0.0980509597410242,0.0912119104162031,0.354041652008561
"ERCC2",3.73167996377867,3.64154209335572,0.0901378704229434,0.0912847033256475,0.354041652008561
"KRT18",8.78849209689916,8.90746385289919,-0.118971756000033,0.0912924796727162,0.354041652008561
"TRAM1",7.41788095517396,7.51670994119385,-0.0988289860198872,0.091299441193731,0.354041652008561
"EPC2",4.41719843464118,4.52613361556807,-0.108935180926888,0.0913148363021591,0.354041652008561
"BBS7",2.94494861893933,3.01623348798306,-0.0712848690437333,0.0913175252787957,0.354041652008561
"NCOR1",4.72505619483652,4.82103403286609,-0.0959778380295724,0.091326530570025,0.354041652008561
"AP4E1",2.76608608049145,2.85327637315122,-0.0871902926597681,0.0913734550487856,0.3541397222305
"SERP1",6.78131585148053,6.86718077553849,-0.0858649240579643,0.0915044374530756,0.354563455583084
"GAPDHP35",1.74979582878686,1.56994933434244,0.179846494444423,0.091527702126931,0.354569700101371
"AMBRA1",4.43040200303923,4.5156046174419,-0.0852026144026681,0.0915507960356539,0.354575280294189
"PRKCD",7.05941545278217,7.13641439362063,-0.0769989408384655,0.0915813011328363,0.35460955451648
"CD5",1.75606118410395,1.96024464385401,-0.204183459750061,0.0917423268954885,0.355075146661422
"SLC6A13",2.39071183956435,2.5693311380455,-0.178619298481152,0.0917449127037848,0.355075146661422
"AC009404.1",1.13226373533578,1.25568301144497,-0.123419276109188,0.0918095974585692,0.355159744764887
"ERBB3",4.45188876776209,4.69317061280888,-0.241281845046793,0.0918394214237573,0.355159744764887
"PTBP1",6.70359757790151,6.77252439474797,-0.0689268168464627,0.0918401630070243,0.355159744764887
"ZNF224",2.53993074829956,2.62761347825224,-0.0876827299526806,0.0918535278827051,0.355159744764887
"MTATP6P1",11.2133733729745,11.0255563254666,0.187817047507973,0.0919497667567748,0.355436752415687
"FZR1",4.75765458985735,4.83478165262155,-0.0771270627641956,0.0919899156534256,0.355436752415687
"IMMP1L",1.62180943166966,1.67376939053085,-0.0519599588611948,0.0920096774077686,0.355436752415687
"RHOA",8.53828387561642,8.61380589211756,-0.0755220165011377,0.0920557619944124,0.355436752415687
"AL596202.1",1.09396196357892,1.1814607897953,-0.0874988262163852,0.0920615969907355,0.355436752415687
"SIRPA",3.90258098699817,4.06812527766645,-0.165544290668274,0.0920709420625752,0.355436752415687
"THEM5",2.21456979468114,2.45732684728398,-0.242757052602843,0.0920771116792272,0.355436752415687
"ACP2",5.36539978154702,5.44701215676134,-0.0816123752143172,0.0921412778990044,0.35551844985181
"PRNP",7.8319874128551,7.96379237768333,-0.131804964828222,0.09214169778144,0.35551844985181
"CLSTN3",4.92028675019442,5.04746018371998,-0.127173433525561,0.092255788904199,0.355762103295872
"AC090204.1",2.55198750743175,2.39321523066968,0.158772276762071,0.092295216579376,0.355762103295872
"CDK8",3.35243334754485,3.42263702702027,-0.0702036794754157,0.0923031389188546,0.355762103295872
"MIER2",3.08392355136781,3.16456134841803,-0.0806377970502163,0.0923045602937773,0.355762103295872
"TEFM",2.4180396379742,2.4894935811492,-0.071453943175003,0.0923134764521625,0.355762103295872
"AK9",2.04415907635489,2.12243360874238,-0.0782745323874856,0.0924217551983228,0.355916460858571
"EVPL",5.58545219024697,5.74770398004498,-0.162251789798009,0.092463274047722,0.355916460858571
"SYPL2",3.18778917765584,3.01105249550424,0.176736682151604,0.0924820098606244,0.355916460858571
"URM1",5.45560917107375,5.5333056180162,-0.077696446942447,0.0925251353437106,0.355916460858571
"MBD5",1.72056424969804,1.78699975435704,-0.0664355046590031,0.0925272314767618,0.355916460858571
"TBC1D9",4.06965838353183,4.20663505920745,-0.13697667567562,0.092534454464999,0.355916460858571
"TRIR",7.89964945586499,7.99139460896206,-0.0917451530970679,0.0925368554529652,0.355916460858571
"ZNF708",2.83099630625981,2.93043865569996,-0.0994423494401433,0.0925522029915512,0.355916460858571
"SF1",6.92238970394531,7.00888657362506,-0.0864968696797508,0.0925723893567219,0.355916460858571
"USP11",6.67005333345871,6.77292312859179,-0.102869795133083,0.0925811974423492,0.355916460858571
"DENND5B",2.04274020056846,2.15085240667787,-0.108112206109416,0.0926215400438594,0.355916460858571
"LINC01176",1.30395849523342,1.4057891827971,-0.101830687563678,0.0926220479720438,0.355916460858571
"CXorf56",5.10281359587862,5.18748325245801,-0.0846696565793952,0.092636088926976,0.355916460858571
"BCR",5.05924486294226,5.18082130990117,-0.121576446958906,0.0926770496687749,0.355990309248461
"NOVA2",1.71869880283967,1.82918484226729,-0.110486039427616,0.0927199753054536,0.356025022845929
"CLEC7A",2.13620733944053,2.31077047869927,-0.174563139258741,0.0927295708359014,0.356025022845929
"DENND2D",4.27344874415309,4.34787288155914,-0.074424137406055,0.0928079457835516,0.356242407924439
"AC132938.3",1.8940768283415,2.00015519277307,-0.106078364431569,0.0929246204763155,0.356606669861651
"LAMA2",1.48232362590865,1.31543987265726,0.16688375325139,0.0930135057608193,0.356864141713546
"SECTM1",2.15779512912217,2.33750382813559,-0.179708699013424,0.0930373200433405,0.356871894052401
"IGHV4-59",3.46680608987633,4.00043942469741,-0.533633334821078,0.093142689333704,0.357192397620469
"ALDH3B1",4.00788638517637,4.23103132285356,-0.223144937677191,0.0931799925389764,0.357242312105658
"CORO1A",4.15895430805898,4.38587625590517,-0.226921947846191,0.0931993378513203,0.357242312105658
"STEAP2",1.81447967781911,1.64984156847479,0.164638109344314,0.0933827014554326,0.35786139394634
"RAB41",1.58714480823248,1.66965937813338,-0.0825145699009022,0.0934169947025903,0.357892688556089
"C1orf54",4.30009567162181,4.39881488026499,-0.0987192086431827,0.0934345797604446,0.357892688556089
"MAOA",7.33966380018476,7.5205813086151,-0.180917508430338,0.0934730788467367,0.357956423319765
"SEPTIN8",5.0772819217288,5.19613119346829,-0.118849271739482,0.0935310024366548,0.35808269270622
"AC116914.2",1.49652886855545,1.61858753184162,-0.122058663286172,0.0935497868334173,0.35808269270622
"AR",1.50060602261031,1.6665469006658,-0.165940878055493,0.0936562163562142,0.358305719780496
"CYB561D1",3.85233193729064,3.94806041796396,-0.0957284806733187,0.0936649366562085,0.358305719780496
"AC005519.1",1.06961973074192,1.16776719111847,-0.0981474603765558,0.0937495427686099,0.358305719780496
"LAMA5",5.77671595989003,5.90306031662724,-0.126344356737217,0.0937583513764065,0.358305719780496
"AC060766.6",1.0693524672934,1.16705779977685,-0.0977053324834569,0.0937675205915484,0.358305719780496
"TRAPPC2B",2.88167546323923,2.95924542997473,-0.0775699667354943,0.0937678313781493,0.358305719780496
"ZNF404",2.80219244812117,2.92772196124644,-0.125529513125265,0.0937716129949836,0.358305719780496
"AMIGO1",4.07225557940946,3.96872423227238,0.103531347137079,0.093783103204837,0.358305719780496
"CLASP1",4.43418407280628,4.52563106753096,-0.0914469947246852,0.0938129643489615,0.358336200423197
"PCDHGA6",1.26350239324819,1.37343800879901,-0.109935615550815,0.093851910958351,0.358401362393423
"KAZN",2.71019849751523,2.82826555242415,-0.11806705490892,0.0939014909665527,0.358507091298042
"ECHDC1",5.09700375177885,5.18279219009365,-0.0857884383148084,0.0939796726519186,0.358721943980225
"F2RL1",4.47772376222277,4.63574817765834,-0.158024415435571,0.0940713831713507,0.358942839081232
"LAIR1",2.24340521247649,2.41377510003862,-0.170369887562125,0.0941315465533156,0.358942839081232
"CCDC68",1.17027925088496,1.27848855022668,-0.108209299341725,0.0941424817780122,0.358942839081232
"AL035587.1",1.98176684601717,2.07811259502044,-0.0963457490032691,0.0941471376812564,0.358942839081232
"ARHGEF18",4.14230728334606,4.21917588156662,-0.0768685982205515,0.0941941951189491,0.358942839081232
"PEBP4",6.17015937198966,5.88081391178898,0.289345460200678,0.0942304303813951,0.358942839081232
"SPRY2",4.51733966314513,4.64205095465128,-0.12471129150615,0.0942533448378595,0.358942839081232
"LYNX1",4.11869692438138,4.29439799840107,-0.17570107401969,0.0943301822010647,0.358942839081232
"DDAH1",6.41848154958002,6.53003610916045,-0.111554559580426,0.0943986287815817,0.358942839081232
"TMEM87B",4.895336825596,4.99604901991921,-0.100712194323212,0.0943986893949966,0.358942839081232
"LINC02585",1.80483995287037,1.92245501857323,-0.117615065702868,0.0944114121435131,0.358942839081232
"PROCR",3.88097412031093,4.01480695854576,-0.133832838234822,0.0944124617528221,0.358942839081232
"AC026271.1",2.69938012339587,2.76981795212413,-0.0704378287282599,0.0944155190010487,0.358942839081232
"METTL16",4.24098179389665,4.32567998553756,-0.0846981916409124,0.094436557129625,0.358942839081232
"HOXB7",1.2261194751586,1.10606140141184,0.120058073746762,0.0944696791267604,0.358942839081232
"ZNF345",1.99243571663773,2.06955788993994,-0.0771221733022127,0.0944746348809519,0.358942839081232
"SESN3",4.32881450525552,4.48339362032099,-0.154579115065465,0.0944763047485733,0.358942839081232
"MAP3K3",4.05771830580765,4.1558004194239,-0.0980821136162531,0.0945347842668737,0.358942839081232
"PSPC1-AS2",1.74175279486869,1.85910955753308,-0.117356762664388,0.0945410591978617,0.358942839081232
"ZBTB7A",5.05226746778481,5.1280111416789,-0.0757436738940918,0.0945708632880756,0.358942839081232
"FGL2",3.1544906594009,3.34585243877914,-0.19136177937824,0.0945722575964334,0.358942839081232
"TXNL1",5.48832854883987,5.59392783808097,-0.105599289241106,0.094596307456421,0.358942839081232
"HERPUD1",6.61745995322546,6.73395496210603,-0.116495008880571,0.0945986220722378,0.358942839081232
"SRRM1",5.06954508250798,5.16096529495596,-0.091420212447975,0.0946037196745448,0.358942839081232
"JUND",8.43497309412342,8.57819957430134,-0.143226480177921,0.0946140938788114,0.358942839081232
"PLK2",4.65843612155708,4.81837888822361,-0.159942766666536,0.0946230206904244,0.358942839081232
"AC103810.3",2.86346018699367,3.10468959847127,-0.241229411477604,0.0946414782612648,0.358942839081232
"SLC25A27",3.2185850740047,3.39512402029769,-0.176538946292982,0.0946513086505501,0.358942839081232
"ZNF227",2.59304873171913,2.66454474136339,-0.0714960096442523,0.0946927231241119,0.359016749515474
"CHTF18",2.59274640146124,2.70092517339752,-0.108178771936274,0.0948043780081494,0.359339575306181
"NFIA",2.62380174984153,2.73742614142995,-0.113624391588421,0.0948244155683968,0.359339575306181
"AC126544.2",1.17043646837974,1.26419147684182,-0.0937550084620813,0.0948603380806681,0.359339575306181
"ACP5",4.54158274996619,4.81394013721387,-0.272357387247682,0.0949059081205733,0.359339575306181
"IL6ST",6.46950339192017,6.57676056398219,-0.107257172062021,0.0949375844922766,0.359339575306181
"GGT2",1.97830583965485,2.15500402835866,-0.176698188703808,0.0949579081123353,0.359339575306181
"RGL3",6.25362982796525,6.39491849940945,-0.141288671444194,0.0949601337931685,0.359339575306181
"PUS3",4.09373545058423,4.16345888725167,-0.0697234366674371,0.0949874214700248,0.359339575306181
"OTULINL",2.7265496939941,2.87926408461899,-0.152714390624892,0.094992295234877,0.359339575306181
"PCSK1N",4.10200743708809,4.50006587773465,-0.398058440646563,0.0950267046993643,0.359339575306181
"CD37",2.8187074328462,3.03216685130735,-0.21345941846115,0.0950478742349816,0.359339575306181
"PPM1B",3.44252386221417,3.51834236554369,-0.0758185033295242,0.0950786923515398,0.359339575306181
"YWHAZP10",1.63001102685837,1.76341377938964,-0.133402752531268,0.0950826455421234,0.359339575306181
"AC009961.3",1.81783019831342,1.91807389127401,-0.100243692960581,0.0950850918962859,0.359339575306181
"SAFB",5.44018620257865,5.51485393035537,-0.0746677277767125,0.0951410060165416,0.359467921901446
"WASHC3",4.92340873859635,4.99427952246755,-0.0708707838712037,0.0952240599633352,0.359698727081803
"VPS37B",4.43194554565365,4.51961792584342,-0.0876723801897725,0.0952910256719317,0.359868668214456
"TTLL3",2.24140301703332,2.38079155625061,-0.139388539217291,0.095366557178825,0.360046166700182
"SAV1",4.94816561689188,5.05787488720863,-0.109709270316751,0.0953861747240146,0.360046166700182
"NGLY1",3.5201393986836,3.59004419570846,-0.069904797024861,0.0954278750604066,0.360046166700182
"NFYB",4.31758377305158,4.39729242141452,-0.079708648362943,0.09544552282857,0.360046166700182
"ZNF586",2.55096565716212,2.62349827500786,-0.0725326178457428,0.0954696901783874,0.360046166700182
"TCF3",5.11581384907949,5.21528931919645,-0.0994754701169613,0.0954699514999812,0.360046166700182
"ADD1",5.97121058769299,6.05580706920078,-0.0845964815077886,0.0954959312163319,0.360061218896485
"SEPTIN2",7.52047352364843,7.61809773052678,-0.0976242068783462,0.0955591144520555,0.360216505329744
"LEMD3",4.15929945419128,4.25381581991818,-0.0945163657269017,0.0955906505060868,0.360252451562065
"SIPA1L1",4.08302324623865,4.19295448827391,-0.109931242035269,0.0956529329178277,0.360374175577627
"UBAP1L",1.47200125111291,1.5830205244808,-0.111019273367892,0.0956669643502867,0.360374175577627
"IGHG2",4.90922999445695,5.49670971733211,-0.587479722875156,0.0956951076592129,0.360397283330177
"SNORD89",1.32750165703864,1.45848814090681,-0.130986483868169,0.0957274275276316,0.360436106177275
"SMO",3.98556590471783,4.1475916799782,-0.162025775260368,0.0957972772365145,0.360591778215861
"SCAPER",3.24970863708012,3.35869278946673,-0.108984152386609,0.0958206383883646,0.360591778215861
"SNAPC3",3.9807971569632,4.05337145546309,-0.0725742984998949,0.0958348347355985,0.360591778215861
"PRPF39",3.96174822142817,4.06352559069272,-0.101777369264545,0.0959141606392437,0.360807346764901
"UBE2B",6.09451674950631,6.16719245251873,-0.0726757030124237,0.095938225144653,0.360814983174941
"TLR7",1.14240485220806,1.26720523944032,-0.124800387232263,0.0960103004250103,0.360955345884903
"CYB5B",5.01793447330211,5.08081228845439,-0.0628778151522793,0.0960196327740237,0.360955345884903
"MIEF2",5.11206673804116,5.20356855555716,-0.0915018175160016,0.0960693325492964,0.36105928861481
"ZNF335",3.746371122607,3.83620814985599,-0.0898370272489917,0.0961243808532888,0.3611832805123
"MESD",5.83162971892384,5.92595227585756,-0.0943225569337187,0.0962034153099246,0.361395858029593
"KCNK15",3.2256782812538,3.42642641747132,-0.200748136217513,0.096225095634139,0.361395858029593
"MARF1",4.7804403520227,4.87573034208681,-0.0952899900641118,0.0962679970192689,0.361474077319543
"MARCHF7",5.34616413145894,5.44166595601216,-0.095501824553228,0.0963801185001367,0.361668605089511
"ZNF302",4.34572666539782,4.45018639614073,-0.104459730742908,0.0963849767713009,0.361668605089511
"B4GALNT3",3.67609665147355,3.85697393275207,-0.18087728127852,0.0963992520202093,0.361668605089511
"KANK3",3.2229073760867,3.35474943369192,-0.131842057605223,0.0964081503032499,0.361668605089511
"DHRS3",8.35242405831276,8.56686710376992,-0.214443045457156,0.0965861406313653,0.36225333322002
"DIS3",3.8468813306502,3.93327148182018,-0.0863901511699781,0.0967282915771739,0.36263414342415
"TTI1",4.30604153564343,4.3865939645751,-0.0805524289316768,0.0967319657085001,0.36263414342415
"ARHGAP1",6.22060241232752,6.31347711858327,-0.0928747062557527,0.0967573113206424,0.36264613707382
"GNAS",9.69486596044494,9.54156872014052,0.15329724030442,0.0970219650349805,0.363361279341179
"SYT17",2.50503108665085,2.60264352433906,-0.0976124376882122,0.0970784597761987,0.363361279341179
"NOTCH2",4.86431862855636,5.02379174156151,-0.159473113005149,0.0970870989194456,0.363361279341179
